Province,Electoral District Name,Electoral District Number,Candidate,Candidate Affiliation,Candidate Occupation,Votes Obtained,Percentage of Votes Obtained,Majority,Majority Percentage,Seat Assignment
Ontario,Scarborough--Rouge Park,35097,KM Shanthikumar,NDP,Telecom order manager,5145,10.4,,,
Ontario,Scarborough--Rouge Park,35097,Calvin Winter,Green,New Media Specialist,1010,2,,,
Ontario,Simcoe North,35100,Bruce Stanton,Conservative,Resort Operator,24836,43.5,2118,3.7,265
Ontario,Simcoe North,35100,Liz Riley,Liberal,Health Care Executive Retired ,22718,39.8,,,
Ontario,Simcoe North,35100,Richard Banigan,NDP,Retired,6037,10.6,,,
Ontario,Simcoe North,35100,Peter Stubbins,Green,Physiotherapist,2543,4.5,,,
Ontario,Simcoe North,35100,Jacob Kearey-Moreland,Independent,Gardener ,618,1.1,,,
Ontario,Simcoe North,35100,Scott Whittaker,Christian Heritage,Financial Advisor,319,0.6,,,
Ontario,Simcoe--Grey,35099,Kellie Leitch,Conservative,Parliamentarian ,30612,46.6,5260,8,311
Ontario,Simcoe--Grey,35099,Mike MacEachern,Liberal,Executive Director,25352,38.6,,,
Ontario,Simcoe--Grey,35099,David Matthews,NDP,Retired,6332,9.6,,,
Ontario,Simcoe--Grey,35099,JoAnne Fleming,Green,Small Business Owner,2923,4.4,,,
Ontario,Simcoe--Grey,35099,Len Noordegraaf,Christian Heritage,"Self-employed, Bucket Truck Service",528,0.8,,,
Ontario,Spadina--Fort York,35101,Adam Vaughan,Liberal,Parliamentarian,30141,54.7,15094,27.4,77
Ontario,Spadina--Fort York,35101,Olivia Chow,NDP,Teacher,15047,27.3,,,
Ontario,Spadina--Fort York,35101,Sabrina Zuniga,Conservative,Consultant,8673,15.7,,,
Ontario,Spadina--Fort York,35101,Sharon Danley,Green,Retired,1137,2.1,,,
Ontario,Spadina--Fort York,35101,Michael Nicula,PACT,Small business owner,91,0.2,,,
Ontario,Spadina--Fort York,35101,Nick Lin,Marxist-Leninist,Events Worker,59,0.1,,,
Ontario,Stormont--Dundas--South Glengarry,35102,Guy Lauzon,Conservative,Parliamentarian,27091,51.1,6639,12.5,234
Ontario,Stormont--Dundas--South Glengarry,35102,Bernadette Clement,Liberal,Lawyer,20452,38.5,,,
Ontario,Stormont--Dundas--South Glengarry,35102,Patrick Burger,NDP,Teacher,4332,8.2,,,
Ontario,Stormont--Dundas--South Glengarry,35102,Elaine Kennedy,Green,Retired Teacher,1191,2.2,,,
Ontario,Sudbury,35103,Paul Lefebvre,Liberal,Lawyer,23534,47.4,9741,19.6,135
Ontario,Sudbury,35103,Paul Loewenberg,NDP,Business manager,13793,27.8,,,
Ontario,Sudbury,35103,Fred Slade,Conservative,Chartered Professional Accountant,10473,21.1,,,
Ontario,Sudbury,35103,David Robinson,Green,Professor,1509,3,,,
Ontario,Sudbury,35103,Jean-Raymond Audet,Independent,Retired Conductor,134,0.3,,,
Ontario,Sudbury,35103,Elizabeth Rowley,Communist,Publishing,102,0.2,,,
Ontario,Sudbury,35103,J. David Popescu,Independent,Landlord,84,0.2,,,
Ontario,Thornhill,35104,Peter Kent,Conservative,Parliamentarian,31911,58.6,13516,24.8,182
Ontario,Thornhill,35104,Nancy Coldham,Liberal,Consultant entrepreneur,18395,33.8,,,
Ontario,Thornhill,35104,Lorne Cherry,NDP,Consultant,2814,5.2,,,
Ontario,Thornhill,35104,Josh Rachlis,Green,Copy writer,627,1.2,,,
Ontario,Thornhill,35104,Gene Balfour,Libertarian,Professional Recruiter,587,1.1,,,
Ontario,Thornhill,35104,Margaret Leigh Fairbairn ,Seniors,Occupational thearapist,157,0.3,,,
Ontario,Thunder Bay--Rainy River,35105,Don Rusnak,Liberal,Lawyer,18523,44,6040,14.4,158
Ontario,Thunder Bay--Rainy River,35105,John Rafferty,NDP,Parliamentarian,12483,29.7,,,
Ontario,Thunder Bay--Rainy River,35105,Moe Comuzzi,Conservative,"General Manager, Automobiles ",8876,21.1,,,
Ontario,Thunder Bay--Rainy River,35105,Christy Radbourne,Green,Principal,2201,5.2,,,
Ontario,Thunder Bay--Superior North,35106,Patty Hajdu,Liberal,Executive Director,20069,45,9730,21.8,22
Ontario,Thunder Bay--Superior North,35106,Andrew Foulds,NDP,Teacher,10339,23.2,,,
Ontario,Thunder Bay--Superior North,35106,Richard Harvey,Conservative,Self-employed,7775,17.4,,,
Ontario,Thunder Bay--Superior North,35106,Bruce Hyer,Green,Biologist,6155,13.8,,,
Ontario,Thunder Bay--Superior North,35106,Robert Skaf,Independent,Entrepreneur,270,0.6,,,
Ontario,Timmins--James Bay,35107,Charlie Angus,NDP,Parliamentarian,15974,42.9,3034,8.1,295
Ontario,Timmins--James Bay,35107,Todd Lever,Liberal,Lawyer,12940,34.7,,,
Ontario,Timmins--James Bay,35107,John P. Curley ,Conservative,Retired Technician,7605,20.4,,,
Ontario,Timmins--James Bay,35107,Max Kennedy,Green,Teacher,752,2,,,
Ontario,Toronto Centre,35108,Bill Morneau,Liberal,Executive Chair,29297,57.9,15830,31.3,13
Ontario,Toronto Centre,35108,Linda McQuaig,NDP,Writer ,13467,26.6,,,
Ontario,Toronto Centre,35108,Julian Di Battista ,Conservative,Analyst,6167,12.2,,,
Ontario,Toronto Centre,35108,Colin Biggin,Green,Computer Programmer,1315,2.6,,,
Ontario,Toronto Centre,35108,Jordan Stone,Independent,Filmmaker,147,0.3,,,
Ontario,Toronto Centre,35108,Mariam Ahmad,Communist,Worker,133,0.3,,,
Ontario,Toronto Centre,35108,Philip Fernandez,Marxist-Leninist,Teacher,76,0.2,,,
Ontario,Toronto--Danforth,35109,Julie Dabrusin,Liberal,Lawyer and Parent,23531,42.3,1206,2.2,103
Ontario,Toronto--Danforth,35109,Craig Scott,NDP,Law Professor,22325,40.2,,,
Ontario,Toronto--Danforth,35109,Benjamin Dichter,Conservative,Business Owner,5478,9.9,,,
Ontario,Toronto--Danforth,35109,Chris Tolley,Green,Artist,2618,4.7,,,
Ontario,Toronto--Danforth,35109,John Richardson,PC,Lawyer,1275,2.3,,,
Ontario,Toronto--Danforth,35109,Elizabeth Abbott,Animal Alliance,Historian ,354,0.6,,,
Ontario,Toronto--St. Paul's,35090,Carolyn Bennett,Liberal,Parliamentarian,31481,55.3,16105,28.3,23
Ontario,Toronto--St. Paul's,35090,Marnie MacDougall,Conservative,Small Business Owner,15376,27,,,
Ontario,Toronto--St. Paul's,35090,Noah Richler,NDP,Writer,8386,14.7,,,
Ontario,Toronto--St. Paul's,35090,Kevin Farmer,Green,Software Developer,1729,3,,,
Ontario,University--Rosedale,35110,Chrystia Freeland,Liberal,Parliamentarian,27849,49.8,11861,21.2,8
Ontario,University--Rosedale,35110,Jennifer Hollett,NDP,Digital Strategist,15988,28.6,,,
Ontario,University--Rosedale,35110,Karim Jivraj,Conservative,Jurist (international Law),9790,17.5,,,
Ontario,University--Rosedale,35110,Nick Wright,Green,Lawyer,1641,2.9,,,
Ontario,University--Rosedale,35110,Jesse Waslowski,Libertarian,Law and Business Student,233,0.4,,,
Ontario,University--Rosedale,35110,Simon Luisi,Animal Alliance,Courier,126,0.2,,,
Ontario,University--Rosedale,35110,Drew Garvie,Communist,Publishing,125,0.2,,,
Ontario,University--Rosedale,35110,David Berlin,The Bridge,Editor,122,0.2,,,
Ontario,University--Rosedale,35110,Steve Rutchinski,Marxist-Leninist,University administrator,51,0.1,,,
Ontario,Vaughan--Woodbridge,35111,Francesco Sorbara,Liberal,Corporate Debt Analyst,23041,48.7,2295,4.9,200
Ontario,Vaughan--Woodbridge,35111,Julian Fantino,Conservative,Parliamentarian,20746,43.9,,,
Ontario,Vaughan--Woodbridge,35111,Adriana Marie Zichy ,NDP,Political organizer,2198,4.6,,,
Ontario,Vaughan--Woodbridge,35111,Anthony Gualtieri,Libertarian,Legal professional,716,1.5,,,
Ontario,Vaughan--Woodbridge,35111,Elise Boulanger,Green,Student,597,1.3,,,
Ontario,Waterloo,35112,Bardish Chagger,Liberal,Community Organizer,29752,49.7,10434,17.4,10
Ontario,Waterloo,35112,Peter Braid,Conservative,Parliamentarian,19318,32.3,,,
Ontario,Waterloo,35112,Diane Freeman,NDP,Engineer,8928,14.9,,,
Ontario,Waterloo,35112,Richard Walsh,Green,"Retired, University Professor",1713,2.9,,,
Ontario,Waterloo,35112,Emma Hawley-Yan,Animal Alliance,Student,138,0.2,,,
Ontario,Wellington--Halton Hills,35113,Michael Chong,Conservative,Parliamentarian,32482,50.9,9203,14.4,309
Ontario,Wellington--Halton Hills,35113,Don Trant,Liberal,Physician,23279,36.5,,,
Ontario,Wellington--Halton Hills,35113,Anne Gajerski-Cauley,NDP,Minister,5321,8.3,,,
Ontario,Wellington--Halton Hills,35113,Brent Allan Bouteiller ,Green,Civil Engineer,2547,4,,,
Ontario,Wellington--Halton Hills,35113,Harvey Edward Anstey ,Canadian Action,Electrician,183,0.3,,,
Ontario,Whitby,35114,Celina Caesar-Chavannes,Liberal,Research Consultant,29003,45,1849,2.9,49
Ontario,Whitby,35114,Pat Perkins,Conservative,Parliamentarian,27154,42.1,,,
Ontario,Whitby,35114,Ryan Kelly,NDP,Teacher,6677,10.3,,,
Ontario,Whitby,35114,Craig Cameron,Green,Academic Advisor,1403,2.2,,,
Ontario,Whitby,35114,Jon O'Connor,Independent,Communications Consultant,279,0.4,,,
Ontario,Willowdale,35115,Ali Ehsassi,Liberal,Lawyer,24519,53.4,7529,16.4,110
Ontario,Willowdale,35115,Chungsen Leung,Conservative,Parliamentarian,16990,37,,,
Ontario,Willowdale,35115,Pouyan Tabasinejad,NDP,Graduate Student,3203,7,,,
Ontario,Willowdale,35115,James Arruda,Green,Student,1025,2.2,,,
Ontario,Willowdale,35115,Birinder Singh Ahluwalia ,Independent,CEO,216,0.5,,,
Ontario,Windsor West,35117,Brian Masse,NDP,Parliamentarian,24085,51.3,12243,26.1,197
Ontario,Windsor West,35117,Dave Sundin,Liberal,Lawyer,11842,25.2,,,
Ontario,Windsor West,35117,Henry Lau,Conservative,Business Manager,9734,20.8,,,
Ontario,Windsor West,35117,Cora LaRussa,Green,Fundraising Coordinator,1083,2.3,,,
Ontario,Windsor West,35117,Margaret Villamizar,Marxist-Leninist,Retired,161,0.3,,,
Ontario,Windsor--Tecumseh,35116,Cheryl Hardcastle,NDP,Freelance Journalist,23215,43.5,8559,16,298
Ontario,Windsor--Tecumseh,35116,Jo-Anne Gignac,Conservative,Municipal Representative,14656,27.5,,,
Ontario,Windsor--Tecumseh,35116,Frank Schiller,Liberal,Public affairs consultant,14177,26.6,,,
Ontario,Windsor--Tecumseh,35116,David Momotiuk,Green,Self Employed,1047,2,,,
Ontario,Windsor--Tecumseh,35116,Laura Chesnik,Marxist-Leninist,Teacher,249,0.5,,,
Ontario,York Centre,35118,Michael Levitt,Liberal,Business Owner,20131,46.9,1238,2.9,137
Ontario,York Centre,35118,Mark Adler,Conservative,Parliamentarian,18893,44,,,
Ontario,York Centre,35118,Hal Berman,NDP,Physician,3148,7.3,,,
Ontario,York Centre,35118,Constantine Kritsonis,Green,Retired,772,1.8,,,
Ontario,York South--Weston,35120,Ahmed Hussen,Liberal,Lawyer,20093,46,6812,15.6,19
Ontario,York South--Weston,35120,Mike Sullivan,NDP,Parliamentarian,13281,30.4,,,
Ontario,York South--Weston,35120,James Robinson,Conservative,Bishop,8399,19.2,,,
Ontario,York South--Weston,35120,Stephen Lepone,Libertarian,Financial Markets Analyst,1041,2.4,,,
Ontario,York South--Weston,35120,John Johnson,Green,Security Officer,892,2,,,
Ontario,York--Simcoe,35119,Peter Van Loan ,Conservative,Lawyer,24058,50.2,5975,12.5,187
Ontario,York--Simcoe,35119,Shaun Tanaka,Liberal,Professor,18083,37.8,,,
Ontario,York--Simcoe,35119,Sylvia Gerl,NDP,Child and Youth Councillor,4255,8.9,,,
Ontario,York--Simcoe,35119,Mark Viitala,Green,Technical Director,1483,3.1,,,
Manitoba,Brandon--Souris,46001,Larry Maguire,Conservative,Parliamentarian,20666,50.3,5328,13,269
Manitoba,Brandon--Souris,46001,Jodi Wyman,Liberal,Lawyer,15338,37.3,,,
Manitoba,Brandon--Souris,46001,Melissa Joy Wastasecoot ,NDP,Constituency Assistant,2576,6.3,,,
Manitoba,Brandon--Souris,46001,David Neufeld,Green,Self-Employed,2526,6.1,,,
Manitoba,Charleswood--St. James--Assiniboia--Headingley,46002,Doug Eyolfson,Liberal,Medical Doctor,24531,52,6123,13,114
Manitoba,Charleswood--St. James--Assiniboia--Headingley,46002,Steven Fletcher,Conservative,Parliamentarian,18408,39,,,
Manitoba,Charleswood--St. James--Assiniboia--Headingley,46002,Tom Paulley,NDP,Retired,2842,6,,,
Manitoba,Charleswood--St. James--Assiniboia--Headingley,46002,Kevin Nichols,Green,Technician,1376,2.9,,,
Manitoba,Churchill--Keewatinook Aski,46003,Niki Ashton,NDP,Parliamentarian,13487,45,912,3,291
Manitoba,Churchill--Keewatinook Aski,46003,Rebecca Chartrand,Liberal,Teacher,12575,42,,,
Manitoba,Churchill--Keewatinook Aski,46003,Kyle G. Mirecki ,Conservative,Student,3090,10.3,,,
Manitoba,Churchill--Keewatinook Aski,46003,August Hastmann,Green,Teacher,537,1.8,,,
Manitoba,Churchill--Keewatinook Aski,46003,Zachary Linnick,Libertarian,Federal Public Servant,255,0.9,,,
Manitoba,Dauphin--Swan River--Neepawa,46004,Robert Sopuck,Conservative,Parliamentarian,19276,46.3,7000,16.8,250
Manitoba,Dauphin--Swan River--Neepawa,46004,Ray Piché,Liberal,Licensing and Permit Advisor,12276,29.5,,,
Manitoba,Dauphin--Swan River--Neepawa,46004,Laverne M. Lewycky ,NDP,Professor,5097,12.3,,,
Manitoba,Dauphin--Swan River--Neepawa,46004,Inky Mark,Independent,Retired,3357,8.1,,,
Manitoba,Dauphin--Swan River--Neepawa,46004,Kate Storey,Green,Farmer,1592,3.8,,,
Manitoba,Elmwood--Transcona,46005,Daniel Blaikie,NDP,Electrician,14709,34.1,61,0.1,228
Manitoba,Elmwood--Transcona,46005,Lawrence Toet,Conservative,Parliamentarian,14648,34,,,
Manitoba,Elmwood--Transcona,46005,Andrea Richardson-Lipon,Liberal,Doctor of Audiology,12713,29.5,,,
Manitoba,Elmwood--Transcona,46005,Kim Parke,Green,Sales Representative,1016,2.4,,,
Manitoba,Kildonan--St. Paul,46006,MaryAnn Mihychuk,Liberal,Geologist,18717,42.7,1239,2.8,24
Manitoba,Kildonan--St. Paul,46006,Jim Bell,Conservative,CPA ,17478,39.8,,,
Manitoba,Kildonan--St. Paul,46006,Suzanne Hrynyk,NDP,Registered nurse,6270,14.3,,,
Manitoba,Kildonan--St. Paul,46006,Steven Stairs,Green,Social Advocate,783,1.8,,,
Manitoba,Kildonan--St. Paul,46006,David Reimer,Christian Heritage,Clergy - Pastor,485,1.1,,,
Manitoba,Kildonan--St. Paul,46006,Eduard Walter Hiebert ,Independent,Self-Employed Farmer,142,0.3,,,
Manitoba,Portage--Lisgar,46007,Candice Bergen,Conservative,Parliamentarian,25060,60.8,14439,35.1,178
Manitoba,Portage--Lisgar,46007,Ken Werbiski,Liberal,Nurse,10621,25.8,,,
Manitoba,Portage--Lisgar,46007,Dean Harder,NDP,Farmer,2554,6.2,,,
Manitoba,Portage--Lisgar,46007,Beverley Eert,Green,Retired,1637,4,,,
Manitoba,Portage--Lisgar,46007,Jerome Dondo,Christian Heritage,Accountant,1315,3.2,,,
Manitoba,Provencher,46008,Ted Falk,Conservative,Business Owner,25086,56.1,9577,21.4,268
Manitoba,Provencher,46008,Terry Hayward,Liberal,Retired Agrologist,15509,34.7,,,
Manitoba,Provencher,46008,Les Lilley,NDP,Retired,2371,5.3,,,
Manitoba,Provencher,46008,Jeff Wheeldon,Green,Registrar,1779,4,,,
Manitoba,Saint Boniface--Saint Vital,46009,Dan Vandal,Liberal,Municipal Councillor,28530,58.4,14525,29.8,262
Manitoba,Saint Boniface--Saint Vital,46009,François Catellier,Conservative,Marketing Consultant,14005,28.7,,,
Manitoba,Saint Boniface--Saint Vital,46009,Erin Selby,NDP,Legislator,5169,10.6,,,
Manitoba,Saint Boniface--Saint Vital,46009,Glenn Zaretski,Green,Musician,1119,2.3,,,
Manitoba,Selkirk--Interlake--Eastman,46010,James Bezan,Conservative,Parliamentarian ,25617,51.9,10109,20.5,174
Manitoba,Selkirk--Interlake--Eastman,46010,Joanne Levy,Liberal,Film ,15508,31.4,,,
Manitoba,Selkirk--Interlake--Eastman,46010,Deborah Chief,NDP,Health Director,5649,11.4,,,
Manitoba,Selkirk--Interlake--Eastman,46010,Wayne James,Green,Farmer,1707,3.5,,,
Manitoba,Selkirk--Interlake--Eastman,46010,Donald L. Grant ,Libertarian,Contractor,882,1.8,,,
Manitoba,Winnipeg Centre,46011,Robert-Falcon Ouellette,Liberal,Educator,18471,54.5,8981,26.5,153
Manitoba,Winnipeg Centre,46011,Pat Martin,NDP,Parliamentarian,9490,28,,,
Manitoba,Winnipeg Centre,46011,Allie Szarkiewicz,Conservative,Retired Educator,4189,12.4,,,
Manitoba,Winnipeg Centre,46011,Don Woodstock,Green,Bus Operator ,1379,4.1,,,
Manitoba,Winnipeg Centre,46011,Scott Miller,Christian Heritage,Chaplain,221,0.7,,,
Manitoba,Winnipeg Centre,46011,Darrell Rankin,Communist,Unemployed,135,0.4,,,
Manitoba,Winnipeg North,46012,Kevin Lamoureux,Liberal,Parliamentarian,23402,68.9,18209,53.6,73
Manitoba,Winnipeg North,46012,Harpreet Turka,Conservative,Commercial Sales Rep,5193,15.3,,,
Manitoba,Winnipeg North,46012,Levy Abad,NDP,Multicultural Outreach (Project Manager),4543,13.4,,,
Manitoba,Winnipeg North,46012,John Redekopp,Green,Accountant,826,2.4,,,
Manitoba,Winnipeg South,46013,Terry Duguid,Liberal,Environmental Consultant,28096,58.3,11387,23.6,71
Manitoba,Winnipeg South,46013,Gordon Giesbrecht,Conservative,Professor,16709,34.7,,,
Manitoba,Winnipeg South,46013,Brianne Goertzen,NDP,Manitoba Organizer,2404,5,,,
Manitoba,Winnipeg South,46013,Adam Smith,Green,Residential Care Provider ,990,2.1,,,
Manitoba,Winnipeg South Centre,46014,Jim Carr,Liberal,Executive,31993,59.7,16891,31.5,40
Manitoba,Winnipeg South Centre,46014,Joyce Bateman,Conservative,Chartered Accountant,15102,28.2,,,
Manitoba,Winnipeg South Centre,46014,Matt Henderson,NDP,High School Teacher,4799,9,,,
Manitoba,Winnipeg South Centre,46014,Andrew Park,Green,Associate Professor,1677,3.1,,,
Saskatchewan,Battlefords--Lloydminster,47001,Gerry Ritz,Conservative,Parliamentarian,20547,61,14617,43.4,171
Saskatchewan,Battlefords--Lloydminster,47001,Glenn Tait,NDP,Farmer,5930,17.6,,,
Saskatchewan,Battlefords--Lloydminster,47001,Larry Ingram,Liberal,Sheet Metal Worker,5550,16.5,,,
Saskatchewan,Battlefords--Lloydminster,47001,Doug Anguish,Independent,Retired,1076,3.2,,,
Saskatchewan,Battlefords--Lloydminster,47001,Mikaela Tenkink,Green,Homemaker,575,1.7,,,
Saskatchewan,Carlton Trail--Eagle Creek,47004,Kelly Block,Conservative,Parliamentarian,26004,64.7,18505,46.1,173
Saskatchewan,Carlton Trail--Eagle Creek,47004,Glenn Wright,NDP,Professional Engineer,7499,18.7,,,
Saskatchewan,Carlton Trail--Eagle Creek,47004,Alexander Slusar,Liberal,Political Consultant,5774,14.4,,,
Saskatchewan,Carlton Trail--Eagle Creek,47004,Lynn Wesley Oliphant ,Green,University Professor (Retired),902,2.2,,,
Saskatchewan,Cypress Hills--Grasslands,47002,David Anderson,Conservative,Parliamentarian,25050,69.2,19669,54.3,172
Saskatchewan,Cypress Hills--Grasslands,47002,Marvin Wiens,Liberal,Farmer,5381,14.9,,,
Saskatchewan,Cypress Hills--Grasslands,47002,Trevor Peterson,NDP,Teacher,4783,13.2,,,
Saskatchewan,Cypress Hills--Grasslands,47002,William Caton,Green,Rancher,993,2.7,,,
Saskatchewan,Desnethé--Missinippi--Churchill River,47003,Georgina Jolibois,NDP,Mayor of La Loche,10319,34.2,82,0.3,258
Saskatchewan,Desnethé--Missinippi--Churchill River,47003,Lawrence Joseph,Liberal,Consultant,10237,33.9,,,
Saskatchewan,Desnethé--Missinippi--Churchill River,47003,Rob Clarke,Conservative,Parliamentarian,9105,30.1,,,
Saskatchewan,Desnethé--Missinippi--Churchill River,47003,Warren Koch,Green,Registered Nurse,552,1.8,,,
Saskatchewan,Moose Jaw--Lake Centre--Lanigan,47005,Tom Lukiwski,Conservative,Parliamentarian,23273,55.5,13295,31.7,235
Saskatchewan,Moose Jaw--Lake Centre--Lanigan,47005,Dustan Hlady,NDP,Pre-Service Teacher,9978,23.8,,,
Saskatchewan,Moose Jaw--Lake Centre--Lanigan,47005,Perry Juttla,Liberal,Business,7545,18,,,
Saskatchewan,Moose Jaw--Lake Centre--Lanigan,47005,Shawn Setyo,Green,Environmental Organizer,961,2.3,,,
Saskatchewan,Moose Jaw--Lake Centre--Lanigan,47005,Robert Thomas,Rhinoceros,Oilfield cementer,208,0.5,,,
Saskatchewan,Prince Albert,47006,Randy Hoback,Conservative,Parliamentarian,19673,49.8,8429,21.3,249
Saskatchewan,Prince Albert,47006,Lon Borgerson,NDP,Educator,11244,28.5,,,
Saskatchewan,Prince Albert,47006,Gordon Kirkby,Liberal,Lawyer,7832,19.8,,,
Saskatchewan,Prince Albert,47006,Byron Tenkink,Green,Self-Employed,761,1.9,,,
Saskatchewan,Regina--Lewvan,47007,Erin Weir,NDP,Economist,16843,35.2,132,0.3,289
Saskatchewan,Regina--Lewvan,47007,Trent Fraser,Conservative,Self-employed (Consultant,16711,34.9,,,
Saskatchewan,Regina--Lewvan,47007,Louis Browne,Liberal,Lawyer,13143,27.5,,,
Saskatchewan,Regina--Lewvan,47007,Tamela Friesen,Green,Program Assistant,839,1.8,,,
Saskatchewan,Regina--Lewvan,47007,Wojciech K Dolata ,Libertarian,Physician,298,0.6,,,
Saskatchewan,Regina--Qu'Appelle,47008,Andrew Scheer,Conservative,Insurance Agent,16486,44.7,5342,14.5,308
Saskatchewan,Regina--Qu'Appelle,47008,Nial Kuyek,NDP,Retired,11144,30.2,,,
Saskatchewan,Regina--Qu'Appelle,47008,Della Anaquod,Liberal,Educator,8401,22.8,,,
Saskatchewan,Regina--Qu'Appelle,47008,Greg Chatterson,Green,Brick Layer,852,2.3,,,
Saskatchewan,Regina--Wascana,47009,Ralph Goodale,Liberal,Business Person,23552,55.1,10621,24.9,5
Saskatchewan,Regina--Wascana,47009,Michael Kram,Conservative,Software Developer,12931,30.3,,,
Saskatchewan,Regina--Wascana,47009,April Bourgeois,NDP,Executive Director,5362,12.6,,,
Saskatchewan,Regina--Wascana,47009,Frances Simonson,Green,Agrologist,878,2.1,,,
Saskatchewan,Saskatoon West,47012,Sheri Benson,NDP,Chief Executive Officer,14921,39.6,2520,6.7,229
Saskatchewan,Saskatoon West,47012,Randy Donauer,Conservative,"City Coucillor, Saskatoon",12401,32.9,,,
Saskatchewan,Saskatoon West,47012,Lisa Abbott,Liberal,Lawyer,9234,24.5,,,
Saskatchewan,Saskatoon West,47012,Lois Carol Mitchell ,Green,Peer Support Worker,658,1.7,,,
Saskatchewan,Saskatoon West,47012,Jim Pankiw,Canada,Chiropractor,271,0.7,,,
Saskatchewan,Saskatoon West,47012,Bronek Hart,Libertarian,Field Technician,230,0.6,,,
Saskatchewan,Saskatoon--Grasswood,47010,Kevin Waugh,Conservative,Broadcaster,19166,41.6,5257,11.4,321
Saskatchewan,Saskatoon--Grasswood,47010,Scott Bell,NDP,Lawyer,13909,30.2,,,
Saskatchewan,Saskatoon--Grasswood,47010,Tracy Muggli,Liberal,Director Mental Health & Addiction Services,12165,26.4,,,
Saskatchewan,Saskatoon--Grasswood,47010,Mark Bigland-Pritchard,Green,Energy Consultant,846,1.8,,,
Saskatchewan,Saskatoon--University,47011,Brad Trost,Conservative,Geophysicist,18592,41.5,4477,10,327
Saskatchewan,Saskatoon--University,47011,Claire Card,NDP,Professor,14115,31.5,,,
Saskatchewan,Saskatoon--University,47011,Cynthia Marie Block ,Liberal,Communications Consultant,11287,25.2,,,
Saskatchewan,Saskatoon--University,47011,Valerie Harvey,Green,Lawyer,686,1.5,,,
Saskatchewan,Saskatoon--University,47011,Eric Matthew Schalm ,Rhinoceros,Personal trainer,93,0.2,,,
Saskatchewan,Souris--Moose Mountain,47013,Robert Gordon Kitchen ,Conservative,Doctor of Chiropractic,26315,70.1,21184,56.5,284
Saskatchewan,Souris--Moose Mountain,47013,Vicky O'Dell,NDP,CUPE Representative,5131,13.7,,,
Saskatchewan,Souris--Moose Mountain,47013,Steven Bebbington,Liberal,Nutrition and Food Service Worker,5076,13.5,,,
Saskatchewan,Souris--Moose Mountain,47013,Bob Deptuck,Green,Safety Process Facilitator,994,2.6,,,
Saskatchewan,Yorkton--Melville,47014,Cathay Wagantall,Conservative,Business Owner,21683,59.2,14287,39,320
Saskatchewan,Yorkton--Melville,47014,Doug Ottenbreit,NDP,Lawyer,7396,20.2,,,
Saskatchewan,Yorkton--Melville,47014,Brooke Taylor Malinoski ,Liberal,Consultant,6504,17.8,,,
Saskatchewan,Yorkton--Melville,47014,Elaine Marie Hughes ,Green,Retired,1030,2.8,,,
Alberta,Banff--Airdrie,48001,Blake Richards,Conservative,Parliamentarian,42228,63.4,24848,37.3,248
Alberta,Banff--Airdrie,48001,Marlo Raynolds,Liberal,Executive Management,17380,26.1,,,
Alberta,Banff--Airdrie,48001,Joanne Boissonneault,NDP,Teacher,4521,6.8,,,
Alberta,Banff--Airdrie,48001,Mike MacDonald,Green,Early childhood mental health consultant,2509,3.8,,,
Alberta,Battle River--Crowfoot,48002,Kevin Sorenson,Conservative,Parliamentarian,47552,80.9,42047,71.5,219
Alberta,Battle River--Crowfoot,48002,Andy Kowalski,Liberal,Self Employed,5505,9.4,,,
Alberta,Battle River--Crowfoot,48002,Katherine Swampy,NDP,Tax Officer SP-04,3844,6.5,,,
Alberta,Battle River--Crowfoot,48002,Gary Kelly,Green,Territory Manager,1868,3.2,,,
Alberta,Bow River,48003,Martin Shields,Conservative,Retired,38701,77.4,31861,63.7,317
Alberta,Bow River,48003,William MacDonald Alexander ,Liberal,Student,6840,13.7,,,
Alberta,Bow River,48003,Lynn MacWilliam,NDP,Councillor,2622,5.2,,,
Alberta,Bow River,48003,Rita Ann Fromholt ,Green,Campaign Coordinator,919,1.8,,,
Alberta,Bow River,48003,Andrew Kucy,Independent,Engineer,543,1.1,,,
Alberta,Bow River,48003,Frans VandeStroet,Christian Heritage,Farm Real Estate Agent,280,0.6,,,
Alberta,Bow River,48003,Fahed Khalid,Democratic Advancement,Consultant,83,0.2,,,
Alberta,Calgary Centre,48004,Kent Hehr,Liberal,Lawyer,28496,46.5,750,1.2,1
Alberta,Calgary Centre,48004,Joan Crockatt,Conservative,Parliamentarian,27746,45.3,,,
Alberta,Calgary Centre,48004,Jillian Ratti,NDP,Family Physician,3412,5.6,,,
Alberta,Calgary Centre,48004,Thana Boonlert,Green,Environmental Engineer,1347,2.2,,,
Alberta,Calgary Centre,48004,Yogi Henderson,Independent,Cost Engineer,248,0.4,,,
Alberta,Calgary Confederation,48005,Len Webber,Conservative,Electrical Contractor,30669,45.9,1586,2.4,322
Alberta,Calgary Confederation,48005,Matt Grant,Liberal,Lawyer,29083,43.5,,,
Alberta,Calgary Confederation,48005,Kirk Heuser,NDP,Communications Lead,4770,7.1,,,
Alberta,Calgary Confederation,48005,Natalie Odd,Green,Project Manager,2146,3.2,,,
Alberta,Calgary Confederation,48005,Kevan Hunter,Marxist-Leninist,Teacher,140,0.2,,,
Alberta,Calgary Forest Lawn,48006,Deepak Obhrai,Conservative,Parliamentarian,19694,48,4932,12,326
